,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAC,,,SSID,,,,,,,main,sub,,,
WIFI,0.8.9,1782508457,0,8,0,1,17545,17584,,359,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,1,0,0,0,0,14,1024,63699F370000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236682,14.6,0.002997375,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,329199175,0,8,0,1,17660,17684,17633,359,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,14,1040,63699F370000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236682,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,270112916,0,8,0,1,17841,17864,17813,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3696,CA864A100000,4F5CA1D90000,,,,1672236682,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2916993837,0,8,0,1,18020,17929,,234,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,3,3904,7FF2F5FE0000,A5FF51A00000,,,koren wifi,1672236682,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,565058071,0,8,0,1,18081,18104,18053,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3920,7FF2F5FE0000,A5FF51A00000,,,koren wifi,1672236682,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,4269645622,0,8,0,1,18081,18104,18053,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,3920,7FF2F5FE0000,A5FF51A00000,,,koren wifi,1672236682,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,4063831260,0,8,0,1,18659,18682,18632,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3728,CA864A100000,4F5CA1D90000,,,,1672236682,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2812583557,0,8,0,1,19069,19092,19041,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3744,CA864A100000,4F5CA1D90000,,,,1672236682,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,4165452192,0,8,0,1,19069,19092,,277,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,15,2592,CA864A100000,3B1B07D20000,,,Endotech,1672236682,15.2,0.006572471,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,2838104445,0,8,0,1,19497,19520,19470,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3760,CA864A100000,4F5CA1D90000,,,,1672236682,14.6,0.0046968,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1345861909,0,8,0,1,19706,19729,,295,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,12,2144,CA864A100000,EC781AEA0000,,,Wi+AC0-Charge+AF8-IOT,1672236682,16,0.0013,0,0,0,Unclassified,Tp+AC0-Link Technologies Co.Ltd.,1,AP,0
WIFI,0.8.9,3997235045,0,8,0,1,19887,19910,19860,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3776,CA864A100000,4F5CA1D90000,,,,1672236682,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1410811780,0,8,0,1,20297,20320,20269,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3792,CA864A100000,4F5CA1D90000,,,,1672236683,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1725097644,0,8,0,1,20706,20729,20679,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3808,CA864A100000,4F5CA1D90000,,,,1672236683,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,307744268,0,8,0,1,21115,21138,21088,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3824,CA864A100000,4F5CA1D90000,,,,1672236683,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3067351692,0,8,0,1,21356,21380,21329,283,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3168,CA864A100000,4D598F810000,,,Endotech Guest,1672236683,13.2,0.005221147,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,3043666842,0,8,0,1,21525,21548,21497,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3840,CA864A100000,4F5CA1D90000,,,,1672236683,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2825775898,0,8,0,1,21835,21859,,359,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,14,1248,DA5115570000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236683,15.2,0.006572471,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,258451621,0,8,0,1,21835,21859,21789,359,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,14,1248,DA5115570000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236683,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,258451621,0,8,0,1,21835,21859,,359,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,1,0,0,0,0,14,1248,DA5115570000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236683,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,2046721904,0,8,0,1,22161,22184,22128,283,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3232,CA864A100000,4D598F810000,,,Endotech Guest,1672236683,13.2,0.005562074,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,1261456722,0,8,0,1,22343,22366,22316,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3872,CA864A100000,4F5CA1D90000,,,,1672236683,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1447693560,0,8,0,1,22460,22483,,359,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,1,0,0,0,0,14,1280,E7013A800000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236683,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,1348837850,0,8,0,1,22460,22483,22433,359,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,14,1312,D46F1B720000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236683,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,4135661066,0,8,0,1,22753,22776,22725,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3888,CA864A100000,4F5CA1D90000,,,,1672236683,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,556223475,0,8,0,1,23162,23185,23135,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3904,CA864A100000,4F5CA1D90000,,,,1672236683,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3402342322,0,8,0,1,23313,23337,23168,359,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,14,1344,B75E60FF0000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236683,14,0.000471155,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,1658817102,0,8,0,1,23313,23337,23286,277,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,2896,CA864A100000,3B1B07D20000,,,Endotech,1672236683,14,0.001360141,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,3160502811,0,8,0,1,23571,23594,23544,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3920,CA864A100000,4F5CA1D90000,,,,1672236683,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1940309698,0,8,0,1,23983,24006,23956,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3936,CA864A100000,4F5CA1D90000,,,,1672236683,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2256151575,0,8,0,1,23983,24006,,271,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,1,0,0,0,0,15,2928,6DF139F10000,3B1B07D20000,,,Endotech,1672236683,14.6,0.004055706,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,4173573243,0,8,0,1,24204,24227,24089,283,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3328,CA864A100000,4D598F810000,,,Endotech Guest,1672236684,14,0.001360141,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,2540971690,0,8,0,1,24390,24413,24363,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3952,CA864A100000,4F5CA1D90000,,,,1672236684,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,902660872,0,8,0,1,24613,24636,,283,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,8,3344,CA864A100000,4D598F810000,,,Endotech Guest,1672236684,13.4,0.004279236,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,1651367579,0,8,0,1,24799,24822,24772,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3968,CA864A100000,4F5CA1D90000,,,,1672236684,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3100677611,0,8,0,1,24811,24829,24779,20,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,C3114DDA0000,4116AFC10000,,,,1672236684,15.4,0.006027512,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,child,1
WIFI,0.8.9,483220838,0,8,0,1,24811,24829,24779,94,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,1,0,13,1392,C3114DDA0000,4116AFC10000,,,,1672236684,15.2,0.006572471,0,0,0,Unclassified,Shenzhen Trolink Technology CO LTD,1,child,1
WIFI,0.8.9,2359766708,0,8,0,1,25035,25059,25009,359,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,14,1440,E5D3F7B20000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236684,14,0.000209523,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,2359766708,0,8,0,1,25035,25059,25009,359,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,14,1440,E5D3F7B20000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236684,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,550052027,0,8,0,1,25618,25641,25591,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,4000,CA864A100000,4F5CA1D90000,,,,1672236684,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1070920338,0,8,0,1,25725,25748,25698,277,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,3024,CA864A100000,3B1B07D20000,,,Endotech,1672236684,14.6,0.004055706,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,776451907,0,8,0,1,26027,26050,26000,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,4016,CA864A100000,4F5CA1D90000,,,,1672236684,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1764575579,0,8,0,1,26437,26460,26409,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,4032,CA864A100000,4F5CA1D90000,,,,1672236684,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1406891510,0,8,0,1,26696,26719,26669,283,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3424,CA864A100000,4D598F810000,,,Endotech Guest,1672236684,12.6,0.001629395,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,3548051898,0,8,0,1,26846,26869,26819,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,4048,CA864A100000,4F5CA1D90000,,,,1672236684,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,1492733077,0,8,0,1,27517,27540,27489,283,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3456,CA864A100000,4D598F810000,,,Endotech Guest,1672236684,13.4,0.004279236,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,2503634994,0,8,0,1,27665,27688,27637,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,4080,CA864A100000,4F5CA1D90000,,,,1672236684,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3621497789,0,8,0,1,27911,27935,27884,283,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3472,CA864A100000,4D598F810000,,,Endotech Guest,1672236684,13.4,0.004279236,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,1218068356,0,8,0,1,28074,28097,28047,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,CA864A100000,4F5CA1D90000,,,,1672236684,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,971088364,0,8,0,1,28483,28506,28456,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,16,CA864A100000,4F5CA1D90000,,,,1672236685,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3066091852,0,8,0,1,28893,28916,28865,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,32,CA864A100000,4F5CA1D90000,,,,1672236685,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2700616839,0,8,0,1,29188,29211,29161,283,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3520,CA864A100000,4D598F810000,,,Endotech Guest,1672236685,13.4,0.002930103,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,192002580,0,8,0,1,29302,29325,29275,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,48,CA864A100000,4F5CA1D90000,,,,1672236685,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3900054261,0,8,0,1,29416,29439,,270,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,0,0,5,3264,CA864A100000,BFA0E4680000,,,,1672236685,16,0.0013,0,1,0,Stationary Device,Shenzhen Reecam Tech.Ltd.,4,child,1
WIFI,0.8.9,3705135085,0,8,0,1,29711,29734,29684,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,64,CA864A100000,4F5CA1D90000,,,,1672236685,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3095498460,0,8,0,1,29782,29806,29755,14,9,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,3,4094,70657B760000,4721BF4E0000,,,,1672236685,16,0.000303443,0,0,0,Unclassified,Labtam Limited,1,unknown,0
WIFI,0.8.9,2378671712,0,8,0,1,29981,30005,29954,283,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3568,CA864A100000,4D598F810000,,,Endotech Guest,1672236685,14,0.000209523,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,1100080645,0,8,0,1,30121,30144,30093,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,80,CA864A100000,4F5CA1D90000,,,,1672236685,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,4108536312,0,8,0,1,30326,30364,30246,407,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,12,2816,818C1ED20000,EC781AEA0000,,,Wi+AC0-Charge+AF8-IOT,1672236685,14.6,0.002194291,0,0,0,Unclassified,Tp+AC0-Link Technologies Co.Ltd.,1,AP,0
WIFI,0.8.9,4201211048,0,8,0,1,30326,30364,30246,277,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,8,3584,818C1ED20000,4D598F810000,,,Endotech Guest,1672236685,14,0.000209523,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,317787257,0,8,0,1,30326,30364,,283,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,8,3600,CA864A100000,4D598F810000,,,Endotech Guest,1672236685,14,0.000209523,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,2388021980,0,8,0,1,30530,30553,30503,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,96,CA864A100000,4F5CA1D90000,,,,1672236685,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,4055409394,0,8,0,1,30530,30553,,120,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,0,0,12,3200,CA864A100000,3C6034640000,,,,1672236685,16,0.0013,0,0,0,Local MAC,,0,client,0
WIFI,0.8.9,387510073,0,8,0,1,30530,30553,30503,234,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,4,32,187791E20000,A5FF51A00000,,,koren wifi,1672236685,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,2683897760,0,8,0,1,30611,30634,30583,277,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,3616,187791E20000,4D598F810000,,,Endotech Guest,1672236685,14,0.000209523,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,603363241,0,8,0,1,30713,30746,,277,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,15,3312,CA864A100000,3B1B07D20000,,,Endotech,1672236685,15.4,0.005052858,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,3867272843,0,8,0,1,30713,30746,30683,120,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,3216,CA864A100000,3C6034640000,,,,1672236685,16,0.0013,0,0,0,Local MAC,,0,client,0
WIFI,0.8.9,1787081396,0,8,0,1,30948,30971,30921,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,112,CA864A100000,4F5CA1D90000,,,,1672236685,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2677885573,0,8,0,1,31351,31374,31324,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,128,CA864A100000,4F5CA1D90000,,,,1672236685,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2292453116,0,8,0,1,31758,31781,31731,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,144,CA864A100000,4F5CA1D90000,,,,1672236685,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2764496342,0,8,0,1,31930,31980,31826,277,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,3392,CA864A100000,3B1B07D20000,,,Endotech,1672236685,15.2,0.006572471,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,3711546533,0,8,0,1,32167,32190,32140,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,160,CA864A100000,4F5CA1D90000,,,,1672236685,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3444328922,0,8,0,1,32167,32190,32140,277,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,3424,CA864A100000,3B1B07D20000,,,Endotech,1672236686,14.6,0.002194291,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,3580978030,0,8,0,1,32167,32190,32140,277,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,8,3728,818C1ED20000,4D598F810000,,,Endotech Guest,1672236686,14,0.000209523,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,3551994717,0,8,0,1,32577,32600,32549,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,176,CA864A100000,4F5CA1D90000,,,,1672236686,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,3134481786,0,8,0,1,33238,33261,,359,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,1,0,0,0,0,14,1792,7CA01DD40000,07CB9AE30000,,,DIRECT+AC0-aJC1860 Series,1672236686,14.6,0.003665818,0,0,0,Unclassified,,0,AP,0
WIFI,0.8.9,780823972,0,8,0,1,33395,33418,33368,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,208,CA864A100000,4F5CA1D90000,,,,1672236686,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,4270248613,0,8,0,1,33449,33570,33519,277,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,3488,CA864A100000,3B1B07D20000,,,Endotech,1672236686,15.2,0.006572471,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,445779977,0,8,0,1,34007,34145,34094,277,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,8,3840,187791E20000,4D598F810000,,,Endotech Guest,1672236686,14.6,0.003665818,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,109943651,0,8,0,1,34236,34260,,277,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,15,3584,CA864A100000,3B1B07D20000,,,Endotech,1672236686,14.6,0.003665818,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,1799294895,0,8,0,1,34630,34653,34603,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,256,CA864A100000,4F5CA1D90000,,,,1672236686,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,4129796710,0,8,0,1,34737,34760,34710,271,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,15,3632,860FA8AE0000,3B1B07D20000,,,Endotech,1672236686,16,0.000714861,0,0,0,Stationary Device,,8,AP,0
WIFI,0.8.9,3938431684,0,8,0,1,34986,35007,,14,0,0,0,0,0,0,0,,0,0,1,13,0,0,0,0,0,0,0,0,3,4094,EC781AEA0000,4721BF4E0000,,,,1672236686,14,0.000471155,0,0,0,Unclassified,Labtam Limited,1,unknown,0
WIFI,0.8.9,440701383,0,8,0,1,35038,35061,35010,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,272,CA864A100000,4F5CA1D90000,,,,1672236686,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2506484071,0,8,0,1,35442,35465,35415,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,288,CA864A100000,4F5CA1D90000,,,,1672236686,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,685017663,0,8,0,1,35851,35874,35824,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,304,CA864A100000,4F5CA1D90000,,,,1672236686,15.2,0.006572471,0,0,0,Local MAC,,0,AP,0
WIFI,0.8.9,2821958440,0,8,0,1,35962,35985,,265,0,0,0,0,0,0,0,,0,0,0,8,0,0,0,0,0,0,0,0,8,3712,CA864A100000,CC5428BF0000,,,N+AC0-Net,1672236686,14.6,0.002194291,0,1,0,Stationary Device,,4,AP,0
WIFI,0.8.9,4285722566,0,8,0,1,36261,36284,36233,275,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,320,CA864A100000,4F5CA1D90000,,,,1672236687,15.2,0.0065416,0,0,0,Local MAC,,0,AP,0
